tube_assembly_id,supplier,quote_date,annual_usage,min_order_quantity,bracket_pricing,quantity,cost,usage_group
TA-09260,S-0041,6/1/2012,1,0,Yes,20,1.724876616,0 - 100
TA-09263,S-0013,5/1/2011,84,14,Yes,14,5.477874284,0 - 100
TA-09263,S-0081,10/6/2010,100,1,Yes,1,7.505995337,100 - 200
TA-09264,S-0026,5/4/2006,100,1,Yes,1,6.510018195,100 - 200
TA-09264,S-0026,9/29/2011,1,7,Yes,7,35.50185563,0 - 100
TA-09266,S-0072,5/22/2006,100,25,Yes,1,7.942778609,100 - 200
TA-09266,S-0072,11/18/2010,100,1,Yes,1,10.95853063,100 - 200
TA-09269,S-0072,5/22/2006,100,1,Yes,1,9.022217524,100 - 200
TA-09269,S-0072,11/18/2010,100,1,Yes,1,12.44971428,100 - 200
TA-09272,S-0072,4/13/2011,300,1,No,1,2.259031955,300 - 400
TA-09273,S-0058,6/10/2008,34,0,Yes,5,6.704762329,0 - 100
TA-09273,S-0058,6/10/2008,34,0,Yes,9,4.66273098,0 - 100
TA-09273,S-0058,6/10/2008,34,0,Yes,15,3.644497365,0 - 100
TA-09273,S-0058,6/10/2008,34,0,Yes,20,3.260573215,0 - 100
TA-09277,S-0027,11/15/2013,2000,50,No,1,2.698597286,2000 - 3000
TA-09280,S-0066,1/10/2006,0,1,No,1,9.920822599,0 - 100
TA-09284,S-0066,9/21/2009,64,10,No,10,29.39245394,0 - 100
TA-09287,S-0041,8/5/2013,1,35,No,35,6.237376407,0 - 100
TA-09289,S-0041,8/5/2013,1,35,No,35,8.451895417,0 - 100
TA-09290,S-0041,8/5/2013,1,35,No,35,5.836759903,0 - 100
TA-09291,S-0041,8/5/2013,1,35,No,35,5.427797221,0 - 100
TA-09294,S-0066,9/1/2013,0,0,Yes,1,24.68521002,0 - 100
TA-09294,S-0066,9/1/2013,0,0,Yes,2,14.49452769,0 - 100
TA-09294,S-0066,9/1/2013,0,0,Yes,5,8.379561881,0 - 100
TA-09294,S-0066,9/1/2013,0,0,Yes,10,6.343094651,0 - 100
TA-09294,S-0066,9/1/2013,0,0,Yes,25,5.118988666,0 - 100
TA-09294,S-0066,9/1/2013,0,0,Yes,50,4.779577461,0 - 100
TA-09294,S-0066,9/1/2013,0,0,Yes,100,4.623782154,0 - 100
TA-09294,S-0066,9/1/2013,0,0,Yes,250,4.531974205,0 - 100
TA-09295,S-0066,9/1/2013,0,0,Yes,1,24.62400472,0 - 100
TA-09295,S-0066,9/1/2013,0,0,Yes,2,14.43332239,0 - 100
TA-09295,S-0066,9/1/2013,0,0,Yes,5,8.318356582,0 - 100
TA-09295,S-0066,9/1/2013,0,0,Yes,10,6.281889352,0 - 100
TA-09295,S-0066,9/1/2013,0,0,Yes,25,5.057783367,0 - 100
TA-09295,S-0066,9/1/2013,0,0,Yes,50,4.718372162,0 - 100
TA-09295,S-0066,9/1/2013,0,0,Yes,100,4.562576854,0 - 100
TA-09295,S-0066,9/1/2013,0,0,Yes,250,4.470768905,0 - 100
TA-09296,S-0066,9/1/2013,0,0,Yes,1,25.14424976,0 - 100
TA-09296,S-0066,9/1/2013,0,0,Yes,2,14.95356743,0 - 100
TA-09296,S-0066,9/1/2013,0,0,Yes,5,8.838601626,0 - 100
TA-09296,S-0066,9/1/2013,0,0,Yes,10,6.802134396,0 - 100
TA-09296,S-0066,9/1/2013,0,0,Yes,25,5.57802841,0 - 100
TA-09296,S-0066,9/1/2013,0,0,Yes,50,5.238617205,0 - 100
TA-09296,S-0066,9/1/2013,0,0,Yes,100,5.082821898,0 - 100
TA-09296,S-0066,9/1/2013,0,0,Yes,250,4.991013949,0 - 100
TA-09297,S-0066,8/1/2011,350,35,No,35,10.66919649,300 - 400
TA-09301,S-0066,12/2/2013,1,0,Yes,1,27.68148762,0 - 100
TA-09301,S-0066,12/2/2013,1,0,Yes,2,17.49080529,0 - 100
TA-09301,S-0066,12/2/2013,1,0,Yes,5,11.37583949,0 - 100
TA-09301,S-0066,12/2/2013,1,0,Yes,10,9.339372256,0 - 100
TA-09301,S-0066,12/2/2013,1,0,Yes,25,8.115266271,0 - 100
TA-09301,S-0066,12/2/2013,1,0,Yes,50,7.775855066,0 - 100
TA-09301,S-0066,12/2/2013,1,0,Yes,100,7.620059759,0 - 100
TA-09301,S-0066,12/2/2013,1,0,Yes,250,7.52825181,0 - 100
TA-09302,S-0066,12/2/2013,1,0,Yes,1,27.74547498,0 - 100
TA-09302,S-0066,12/2/2013,1,0,Yes,2,17.55479265,0 - 100
TA-09302,S-0066,12/2/2013,1,0,Yes,5,11.4426089,0 - 100
TA-09302,S-0066,12/2/2013,1,0,Yes,10,9.403359615,0 - 100
TA-09302,S-0066,12/2/2013,1,0,Yes,25,8.182035688,0 - 100
TA-09302,S-0066,12/2/2013,1,0,Yes,50,7.839842424,0 - 100
TA-09302,S-0066,12/2/2013,1,0,Yes,100,7.686829176,0 - 100
TA-09302,S-0066,12/2/2013,1,0,Yes,250,7.595021227,0 - 100
TA-09303,S-0066,11/2/2013,1,0,Yes,1,25.71735393,0 - 100
TA-09303,S-0066,11/2/2013,1,0,Yes,2,15.5266716,0 - 100
TA-09303,S-0066,11/2/2013,1,0,Yes,5,9.411705792,0 - 100
TA-09303,S-0066,11/2/2013,1,0,Yes,10,7.375238562,0 - 100
TA-09303,S-0066,11/2/2013,1,0,Yes,25,6.151132576,0 - 100
TA-09303,S-0066,11/2/2013,1,0,Yes,50,5.811721371,0 - 100
TA-09303,S-0066,11/2/2013,1,0,Yes,100,5.658708123,0 - 100
TA-09303,S-0066,11/2/2013,1,0,Yes,250,5.564118115,0 - 100
TA-09304,S-0066,7/1/2013,0,0,Yes,1,28.89168331,0 - 100
TA-09304,S-0066,7/1/2013,0,0,Yes,2,17.03176555,0 - 100
TA-09304,S-0066,7/1/2013,0,0,Yes,5,9.915258481,0 - 100
TA-09304,S-0066,7/1/2013,0,0,Yes,10,7.544944164,0 - 100
TA-09304,S-0066,7/1/2013,0,0,Yes,25,6.120529927,0 - 100
TA-09304,S-0066,7/1/2013,0,0,Yes,50,5.714349304,0 - 100
TA-09304,S-0066,7/1/2013,0,0,Yes,100,5.525169288,0 - 100
TA-09304,S-0066,7/1/2013,0,0,Yes,250,5.413886926,0 - 100
TA-09305,S-0066,7/1/2013,0,0,Yes,1,28.84717037,0 - 100
TA-09305,S-0066,7/1/2013,0,0,Yes,2,16.98725261,0 - 100
TA-09305,S-0066,7/1/2013,0,0,Yes,5,9.873527595,0 - 100
TA-09305,S-0066,7/1/2013,0,0,Yes,10,7.500431219,0 - 100
TA-09305,S-0066,7/1/2013,0,0,Yes,25,6.076016982,0 - 100
TA-09305,S-0066,7/1/2013,0,0,Yes,50,5.669836359,0 - 100
TA-09305,S-0066,7/1/2013,0,0,Yes,100,5.483438402,0 - 100
TA-09305,S-0066,7/1/2013,0,0,Yes,250,5.369373981,0 - 100
TA-09306,S-0027,11/15/2013,2000,50,No,1,2.868302888,2000 - 3000
TA-09311,S-0066,11/2/2013,1,0,Yes,1,17.13470174,0 - 100
TA-09311,S-0066,11/2/2013,1,0,Yes,2,9.23921813,0 - 100
TA-09311,S-0066,11/2/2013,1,0,Yes,5,4.501371555,0 - 100
TA-09311,S-0066,11/2/2013,1,0,Yes,10,2.92116201,0 - 100
TA-09311,S-0066,11/2/2013,1,0,Yes,25,1.975261931,0 - 100
TA-09311,S-0066,11/2/2013,1,0,Yes,50,1.724876616,0 - 100
TA-09311,S-0066,11/2/2013,1,0,Yes,100,1.616376312,0 - 100
TA-09311,S-0066,11/2/2013,1,0,Yes,250,1.552388954,0 - 100
TA-09312,S-0058,2/6/2013,32766,20,No,1,8.515882775,"Greater Than 10,000"
TA-09314,S-0013,5/1/2011,44,15,No,15,8.899806925,0 - 100
TA-09316,S-0066,10/2/2006,14,1,Yes,1,46.42978361,0 - 100
TA-09317,S-0072,1/16/2013,3500,1,Yes,1,5.285912209,3000 - 4000
TA-09320,S-0066,9/1/2013,0,0,Yes,1,25.59772539,0 - 100
TA-09320,S-0066,9/1/2013,0,0,Yes,2,15.40704306,0 - 100
TA-09320,S-0066,9/1/2013,0,0,Yes,5,9.292077252,0 - 100
TA-09320,S-0066,9/1/2013,0,0,Yes,10,7.252827963,0 - 100
TA-09320,S-0066,9/1/2013,0,0,Yes,25,6.031504037,0 - 100
TA-09320,S-0066,9/1/2013,0,0,Yes,50,5.689310773,0 - 100
TA-09320,S-0066,9/1/2013,0,0,Yes,100,5.536297525,0 - 100
TA-09320,S-0066,9/1/2013,0,0,Yes,250,5.444489576,0 - 100
TA-09322,S-0066,9/1/2013,0,0,Yes,1,25.26944242,0 - 100
TA-09322,S-0066,9/1/2013,0,0,Yes,2,15.07876009,0 - 100
TA-09322,S-0066,9/1/2013,0,0,Yes,5,8.966576342,0 - 100
TA-09322,S-0066,9/1/2013,0,0,Yes,10,6.927327053,0 - 100
TA-09322,S-0066,9/1/2013,0,0,Yes,25,5.703221068,0 - 100
TA-09322,S-0066,9/1/2013,0,0,Yes,50,5.363809863,0 - 100
TA-09322,S-0066,9/1/2013,0,0,Yes,100,5.210796615,0 - 100
TA-09322,S-0066,9/1/2013,0,0,Yes,250,5.116206607,0 - 100
TA-09323,S-0066,9/1/2013,1,0,Yes,1,25.76186687,0 - 100
TA-09323,S-0066,9/1/2013,1,0,Yes,2,15.57118455,0 - 100
TA-09323,S-0066,9/1/2013,1,0,Yes,5,9.456218737,0 - 100
TA-09323,S-0066,9/1/2013,1,0,Yes,10,7.419751506,0 - 100
TA-09323,S-0066,9/1/2013,1,0,Yes,25,6.195645521,0 - 100
TA-09323,S-0066,9/1/2013,1,0,Yes,50,5.856234316,0 - 100
TA-09323,S-0066,9/1/2013,1,0,Yes,100,5.700439009,0 - 100
TA-09323,S-0066,9/1/2013,1,0,Yes,250,5.60863106,0 - 100
TA-09329,S-0041,2/20/2013,1,0,Yes,1,35.03446971,0 - 100
TA-09329,S-0041,2/20/2013,1,0,Yes,6,9.383885201,0 - 100
TA-09329,S-0041,2/20/2013,1,0,Yes,20,4.648820685,0 - 100
TA-09335,S-0062,1/16/2006,368,18,No,1,1.443888651,300 - 400
TA-09336,S-0066,9/1/2013,0,0,Yes,1,25.03853152,0 - 100
TA-09336,S-0066,9/1/2013,0,0,Yes,2,14.84784919,0 - 100
TA-09336,S-0066,9/1/2013,0,0,Yes,5,8.735665441,0 - 100
TA-09336,S-0066,9/1/2013,0,0,Yes,10,6.696416152,0 - 100
TA-09336,S-0066,9/1/2013,0,0,Yes,25,5.472310166,0 - 100
TA-09336,S-0066,9/1/2013,0,0,Yes,50,5.132898961,0 - 100
TA-09336,S-0066,9/1/2013,0,0,Yes,100,4.979885713,0 - 100
TA-09336,S-0066,9/1/2013,0,0,Yes,250,4.885295705,0 - 100
TA-09337,S-0066,9/1/2013,0,0,Yes,1,25.155378,0 - 100
TA-09337,S-0066,9/1/2013,0,0,Yes,2,14.96469567,0 - 100
TA-09337,S-0066,9/1/2013,0,0,Yes,5,8.849729862,0 - 100
TA-09337,S-0066,9/1/2013,0,0,Yes,10,6.813262632,0 - 100
TA-09337,S-0066,9/1/2013,0,0,Yes,25,5.589156647,0 - 100
TA-09337,S-0066,9/1/2013,0,0,Yes,50,5.249745442,0 - 100
TA-09337,S-0066,9/1/2013,0,0,Yes,100,5.093950134,0 - 100
TA-09337,S-0066,9/1/2013,0,0,Yes,250,5.002142185,0 - 100
TA-09338,S-0066,9/1/2013,0,0,Yes,1,29.35628718,0 - 100
TA-09338,S-0066,9/1/2013,0,0,Yes,2,17.49636941,0 - 100
TA-09338,S-0066,9/1/2013,0,0,Yes,5,10.37986234,0 - 100
TA-09338,S-0066,9/1/2013,0,0,Yes,10,8.006765968,0 - 100
TA-09338,S-0066,9/1/2013,0,0,Yes,25,6.585133789,0 - 100
TA-09338,S-0066,9/1/2013,0,0,Yes,50,6.176171108,0 - 100
TA-09338,S-0066,9/1/2013,0,0,Yes,100,5.989773151,0 - 100
TA-09338,S-0066,9/1/2013,0,0,Yes,250,5.878490789,0 - 100
TA-09339,S-0066,9/1/2013,0,0,Yes,1,29.32846658,0 - 100
TA-09339,S-0066,9/1/2013,0,0,Yes,2,17.46854882,0 - 100
TA-09339,S-0066,9/1/2013,0,0,Yes,5,10.35204175,0 - 100
TA-09339,S-0066,9/1/2013,0,0,Yes,10,7.978945377,0 - 100
TA-09339,S-0066,9/1/2013,0,0,Yes,25,6.557313199,0 - 100
TA-09339,S-0066,9/1/2013,0,0,Yes,50,6.148350517,0 - 100
TA-09339,S-0066,9/1/2013,0,0,Yes,100,5.96195256,0 - 100
TA-09339,S-0066,9/1/2013,0,0,Yes,250,5.850670198,0 - 100
TA-09342,S-0066,8/16/2010,53,1,No,1,64.27669247,0 - 100
TA-09343,S-0072,10/13/2005,50,5,No,1,8.579870133,0 - 100
TA-09347,S-0066,8/1/2011,20,5,No,1,17.34057411,0 - 100
TA-09350,S-0066,8/1/2011,16,5,No,1,18.02774269,0 - 100
TA-09352,S-0026,1/24/2006,90,1,No,1,9.959771426,0 - 100
TA-09358,S-0066,7/7/2013,0,0,Yes,1,20.6706988,0 - 100
TA-09358,S-0066,7/7/2013,0,0,Yes,2,11.10597976,0 - 100
TA-09358,S-0066,7/7/2013,0,0,Yes,5,5.366591922,0 - 100
TA-09358,S-0066,7/7/2013,0,0,Yes,10,3.45253529,0 - 100
TA-09358,S-0066,7/7/2013,0,0,Yes,25,2.306326959,0 - 100
TA-09358,S-0066,7/7/2013,0,0,Yes,50,1.989172226,0 - 100
TA-09358,S-0066,7/7/2013,0,0,Yes,100,1.847287214,0 - 100
TA-09358,S-0066,7/7/2013,0,0,Yes,250,1.763825442,0 - 100
TA-09359,S-0066,7/7/2013,0,0,Yes,1,20.6706988,0 - 100
TA-09359,S-0066,7/7/2013,0,0,Yes,2,11.10597976,0 - 100
TA-09359,S-0066,7/7/2013,0,0,Yes,5,5.366591922,0 - 100
TA-09359,S-0066,7/7/2013,0,0,Yes,10,3.45253529,0 - 100
TA-09359,S-0066,7/7/2013,0,0,Yes,25,2.306326959,0 - 100
TA-09359,S-0066,7/7/2013,0,0,Yes,50,1.989172226,0 - 100
TA-09359,S-0066,7/7/2013,0,0,Yes,100,1.847287214,0 - 100
TA-09359,S-0066,7/7/2013,0,0,Yes,250,1.763825442,0 - 100
TA-09361,S-0066,6/23/2013,0,0,Yes,1,21.83081742,0 - 100
TA-09361,S-0066,6/23/2013,0,0,Yes,2,12.26609838,0 - 100
TA-09361,S-0066,6/23/2013,0,0,Yes,5,6.526710549,0 - 100
TA-09361,S-0066,6/23/2013,0,0,Yes,10,4.615435976,0 - 100
TA-09361,S-0066,6/23/2013,0,0,Yes,25,3.466445586,0 - 100
TA-09361,S-0066,6/23/2013,0,0,Yes,50,3.152072912,0 - 100
TA-09361,S-0066,6/23/2013,0,0,Yes,100,3.0101879,0 - 100
TA-09361,S-0066,6/23/2013,0,0,Yes,250,2.923944069,0 - 100
TA-09364,S-0066,9/1/2013,0,0,Yes,1,28.38256651,0 - 100
TA-09364,S-0066,9/1/2013,0,0,Yes,2,16.52264874,0 - 100
TA-09364,S-0066,9/1/2013,0,0,Yes,5,9.406141674,0 - 100
TA-09364,S-0066,9/1/2013,0,0,Yes,10,7.035827357,0 - 100
TA-09364,S-0066,9/1/2013,0,0,Yes,25,5.611413119,0 - 100
TA-09364,S-0066,9/1/2013,0,0,Yes,50,5.205232497,0 - 100
TA-09364,S-0066,9/1/2013,0,0,Yes,100,5.016052481,0 - 100
TA-09364,S-0066,9/1/2013,0,0,Yes,250,4.904770118,0 - 100
TA-09365,S-0066,9/1/2013,0,0,Yes,1,21.87811243,0 - 100
TA-09365,S-0066,9/1/2013,0,0,Yes,2,12.31339339,0 - 100
TA-09365,S-0066,9/1/2013,0,0,Yes,5,6.574005553,0 - 100
TA-09365,S-0066,9/1/2013,0,0,Yes,10,4.659948921,0 - 100
TA-09365,S-0066,9/1/2013,0,0,Yes,25,3.51374059,0 - 100
TA-09365,S-0066,9/1/2013,0,0,Yes,50,3.196585857,0 - 100
TA-09365,S-0066,9/1/2013,0,0,Yes,100,3.057482904,0 - 100
TA-09365,S-0066,9/1/2013,0,0,Yes,250,2.971239073,0 - 100
TA-09366,S-0026,11/12/2005,250,1,No,1,3.299522042,200 - 300
TA-09368,S-0066,7/1/2013,0,0,Yes,1,21.63885535,0 - 100
TA-09368,S-0066,7/1/2013,0,0,Yes,2,12.07413631,0 - 100
TA-09368,S-0066,7/1/2013,0,0,Yes,5,6.334748474,0 - 100
TA-09368,S-0066,7/1/2013,0,0,Yes,10,4.420691842,0 - 100
TA-09368,S-0066,7/1/2013,0,0,Yes,25,3.274483511,0 - 100
TA-09368,S-0066,7/1/2013,0,0,Yes,50,2.957328778,0 - 100
TA-09368,S-0066,7/1/2013,0,0,Yes,100,2.815443766,0 - 100
TA-09368,S-0066,7/1/2013,0,0,Yes,250,2.731981995,0 - 100
TA-09372,S-0058,11/17/2009,10,1,No,1,6.206773757,0 - 100
TA-09378,S-0058,10/31/2007,1,0,Yes,2,21.50253446,0 - 100
TA-09378,S-0058,10/31/2007,1,0,Yes,5,9.308769607,0 - 100
TA-09381,S-0066,8/1/2011,259,1,No,1,3.794728554,200 - 300
TA-09384,S-0066,8/1/2011,110,1,No,1,15.07876009,100 - 200
TA-09385,S-0062,5/18/2009,1452,1,No,1,3.524868826,1000 - 2000
TA-09386,S-0066,9/1/2013,0,0,Yes,1,29.54268513,0 - 100
TA-09386,S-0066,9/1/2013,0,0,Yes,2,17.68276737,0 - 100
TA-09386,S-0066,9/1/2013,0,0,Yes,5,10.5662603,0 - 100
TA-09386,S-0066,9/1/2013,0,0,Yes,10,8.193163924,0 - 100
TA-09386,S-0066,9/1/2013,0,0,Yes,25,6.771531746,0 - 100
TA-09386,S-0066,9/1/2013,0,0,Yes,50,6.362569065,0 - 100
TA-09386,S-0066,9/1/2013,0,0,Yes,100,6.176171108,0 - 100
TA-09386,S-0066,9/1/2013,0,0,Yes,250,6.064888745,0 - 100
TA-09387,S-0066,9/1/2013,0,0,Yes,1,29.54824925,0 - 100
TA-09387,S-0066,9/1/2013,0,0,Yes,2,17.68833149,0 - 100
TA-09387,S-0066,9/1/2013,0,0,Yes,5,10.57182442,0 - 100
TA-09387,S-0066,9/1/2013,0,0,Yes,10,8.201510102,0 - 100
TA-09387,S-0066,9/1/2013,0,0,Yes,25,6.777095864,0 - 100
TA-09387,S-0066,9/1/2013,0,0,Yes,50,6.370915242,0 - 100
TA-09387,S-0066,9/1/2013,0,0,Yes,100,6.184517285,0 - 100
TA-09387,S-0066,9/1/2013,0,0,Yes,250,6.070452864,0 - 100
TA-09389,S-0066,9/1/2013,0,0,Yes,1,25.53373803,0 - 100
TA-09389,S-0066,9/1/2013,0,0,Yes,2,15.3430557,0 - 100
TA-09389,S-0066,9/1/2013,0,0,Yes,5,9.230871953,0 - 100
TA-09389,S-0066,9/1/2013,0,0,Yes,10,7.191622664,0 - 100
TA-09389,S-0066,9/1/2013,0,0,Yes,25,5.967516678,0 - 100
TA-09389,S-0066,9/1/2013,0,0,Yes,50,5.628105473,0 - 100
TA-09389,S-0066,9/1/2013,0,0,Yes,100,5.475092225,0 - 100
TA-09389,S-0066,9/1/2013,0,0,Yes,250,5.380502217,0 - 100
TA-09392,S-0066,9/1/2013,0,0,Yes,1,25.909316,0 - 100
TA-09392,S-0066,9/1/2013,0,0,Yes,2,15.71863368,0 - 100
TA-09392,S-0066,9/1/2013,0,0,Yes,5,9.606449926,0 - 100
TA-09392,S-0066,9/1/2013,0,0,Yes,10,7.567200637,0 - 100
TA-09392,S-0066,9/1/2013,0,0,Yes,25,6.343094651,0 - 100
TA-09392,S-0066,9/1/2013,0,0,Yes,50,6.003683446,0 - 100
TA-09392,S-0066,9/1/2013,0,0,Yes,100,5.850670198,0 - 100
TA-09392,S-0066,9/1/2013,0,0,Yes,250,5.758862249,0 - 100
TA-09394,S-0041,9/10/2013,1,55,No,55,3.814202968,0 - 100
TA-09399,S-0066,10/1/2013,0,0,Yes,1,22.70160191,0 - 100
TA-09399,S-0066,10/1/2013,0,0,Yes,2,13.13688287,0 - 100
TA-09399,S-0066,10/1/2013,0,0,Yes,5,7.397495034,0 - 100
TA-09399,S-0066,10/1/2013,0,0,Yes,10,5.483438402,0 - 100
TA-09399,S-0066,10/1/2013,0,0,Yes,25,4.337230071,0 - 100
TA-09399,S-0066,10/1/2013,0,0,Yes,50,4.020075338,0 - 100
TA-09399,S-0066,10/1/2013,0,0,Yes,100,3.880972385,0 - 100
TA-09399,S-0066,10/1/2013,0,0,Yes,250,3.794728554,0 - 100
TA-09400,S-0041,8/5/2013,1,25,No,25,4.565358913,0 - 100
TA-09403,S-0066,6/1/2013,0,0,Yes,1,22.59031955,0 - 100
TA-09403,S-0066,6/1/2013,0,0,Yes,2,13.02560051,0 - 100
TA-09403,S-0066,6/1/2013,0,0,Yes,5,7.286212672,0 - 100
TA-09403,S-0066,6/1/2013,0,0,Yes,10,5.37215604,0 - 100
TA-09403,S-0066,6/1/2013,0,0,Yes,25,4.225947708,0 - 100
TA-09403,S-0066,6/1/2013,0,0,Yes,50,3.908792976,0 - 100
TA-09403,S-0066,6/1/2013,0,0,Yes,100,3.766907964,0 - 100
TA-09403,S-0066,6/1/2013,0,0,Yes,250,3.683446192,0 - 100
TA-09404,S-0066,6/1/2013,5,0,Yes,2,13.05898522,0 - 100
TA-09404,S-0066,6/1/2013,5,0,Yes,5,7.31959738,0 - 100
TA-09404,S-0066,6/1/2013,5,0,Yes,10,5.405540749,0 - 100
TA-09404,S-0066,6/1/2013,5,0,Yes,25,4.259332417,0 - 100
TA-09404,S-0066,6/1/2013,5,0,Yes,50,3.942177685,0 - 100
TA-09404,S-0066,6/1/2013,5,0,Yes,100,3.800292673,0 - 100
TA-09404,S-0066,6/1/2013,5,0,Yes,250,3.716830901,0 - 100
TA-09405,S-0066,6/1/2013,0,0,Yes,1,22.66265308,0 - 100
TA-09405,S-0066,6/1/2013,0,0,Yes,2,13.09793404,0 - 100
TA-09405,S-0066,6/1/2013,0,0,Yes,5,7.361328266,0 - 100
TA-09405,S-0066,6/1/2013,0,0,Yes,10,5.447271635,0 - 100
TA-09405,S-0066,6/1/2013,0,0,Yes,25,4.298281244,0 - 100
TA-09405,S-0066,6/1/2013,0,0,Yes,50,3.98390857,0 - 100
TA-09405,S-0066,6/1/2013,0,0,Yes,100,3.842023558,0 - 100
TA-09405,S-0066,6/1/2013,0,0,Yes,250,3.758561787,0 - 100
TA-09407,S-0066,8/11/2013,0,0,Yes,1,22.50685778,0 - 100
TA-09407,S-0066,8/11/2013,0,0,Yes,2,12.94213874,0 - 100
TA-09407,S-0066,8/11/2013,0,0,Yes,5,7.2027509,0 - 100
TA-09407,S-0066,8/11/2013,0,0,Yes,10,5.291476327,0 - 100
TA-09407,S-0066,8/11/2013,0,0,Yes,25,4.142485937,0 - 100
TA-09407,S-0066,8/11/2013,0,0,Yes,50,3.825331204,0 - 100
TA-09407,S-0066,8/11/2013,0,0,Yes,100,3.686228251,0 - 100
TA-09407,S-0066,8/11/2013,0,0,Yes,250,3.59998442,0 - 100
TA-09408,S-0066,8/11/2013,0,0,Yes,1,22.54858866,0 - 100
TA-09408,S-0066,8/11/2013,0,0,Yes,2,12.98386962,0 - 100
TA-09408,S-0066,8/11/2013,0,0,Yes,5,7.244481786,0 - 100
TA-09408,S-0066,8/11/2013,0,0,Yes,10,5.330425154,0 - 100
TA-09408,S-0066,8/11/2013,0,0,Yes,25,4.184216823,0 - 100
TA-09408,S-0066,8/11/2013,0,0,Yes,50,3.86706209,0 - 100
TA-09408,S-0066,8/11/2013,0,0,Yes,100,3.727959137,0 - 100
TA-09408,S-0066,8/11/2013,0,0,Yes,250,3.641715306,0 - 100
TA-09409,S-0066,8/11/2013,0,0,Yes,1,22.59031955,0 - 100
TA-09409,S-0066,8/11/2013,0,0,Yes,2,13.02560051,0 - 100
TA-09409,S-0066,8/11/2013,0,0,Yes,5,7.286212672,0 - 100
TA-09409,S-0066,8/11/2013,0,0,Yes,10,5.37215604,0 - 100
TA-09409,S-0066,8/11/2013,0,0,Yes,25,4.225947708,0 - 100
TA-09409,S-0066,8/11/2013,0,0,Yes,50,3.908792976,0 - 100
TA-09409,S-0066,8/11/2013,0,0,Yes,100,3.766907964,0 - 100
TA-09409,S-0066,8/11/2013,0,0,Yes,250,3.683446192,0 - 100
TA-09412,S-0041,9/10/2013,1,40,No,40,4.537538323,0 - 100
TA-09416,S-0066,2/1/2014,1,0,Yes,1,21.8391636,0 - 100
TA-09416,S-0066,2/1/2014,1,0,Yes,2,12.27444456,0 - 100
TA-09416,S-0066,2/1/2014,1,0,Yes,5,6.535056726,0 - 100
TA-09416,S-0066,2/1/2014,1,0,Yes,10,4.621000095,0 - 100
TA-09416,S-0066,2/1/2014,1,0,Yes,25,3.474791763,0 - 100
TA-09416,S-0066,2/1/2014,1,0,Yes,50,3.15763703,0 - 100
TA-09416,S-0066,2/1/2014,1,0,Yes,100,3.015752018,0 - 100
TA-09423,S-0041,8/5/2013,1,50,No,50,5.182976024,0 - 100
TA-09424,S-0041,8/5/2013,1,1,No,1,4.284370949,0 - 100
TA-09436,S-0066,8/1/2011,23,3,No,3,56.85137684,0 - 100
TA-09438,S-0066,11/2/2013,1,0,Yes,1,21.83081742,0 - 100
TA-09438,S-0066,11/2/2013,1,0,Yes,2,12.26609838,0 - 100
TA-09438,S-0066,11/2/2013,1,0,Yes,5,6.526710549,0 - 100
TA-09438,S-0066,11/2/2013,1,0,Yes,10,4.612653917,0 - 100
TA-09438,S-0066,11/2/2013,1,0,Yes,25,3.466445586,0 - 100
TA-09438,S-0066,11/2/2013,1,0,Yes,50,3.149290853,0 - 100
TA-09438,S-0066,11/2/2013,1,0,Yes,100,3.007405841,0 - 100
TA-09438,S-0066,11/2/2013,1,0,Yes,250,2.923944069,0 - 100
TA-09440,S-0043,5/3/2010,69,1,No,1,8.884583776,0 - 100
TA-09441,S-0066,9/1/2013,0,0,Yes,1,29.91548105,0 - 100
TA-09441,S-0066,9/1/2013,0,0,Yes,2,18.05556328,0 - 100
TA-09441,S-0066,9/1/2013,0,0,Yes,5,10.94183827,0 - 100
TA-09441,S-0066,9/1/2013,0,0,Yes,10,8.568741897,0 - 100
TA-09441,S-0066,9/1/2013,0,0,Yes,25,7.14432766,0 - 100
TA-09441,S-0066,9/1/2013,0,0,Yes,50,6.738147037,0 - 100
TA-09441,S-0066,9/1/2013,0,0,Yes,100,6.551749081,0 - 100
TA-09441,S-0066,9/1/2013,0,0,Yes,250,6.437684659,0 - 100
TA-09442,S-0066,10/1/2013,0,0,Yes,1,24.78258208,0 - 100
TA-09442,S-0066,10/1/2013,0,0,Yes,2,14.59189976,0 - 100
TA-09442,S-0066,10/1/2013,0,0,Yes,5,8.476933948,0 - 100
TA-09442,S-0066,10/1/2013,0,0,Yes,10,6.437684659,0 - 100
TA-09442,S-0066,10/1/2013,0,0,Yes,25,5.216360733,0 - 100
TA-09442,S-0066,10/1/2013,0,0,Yes,50,4.874167469,0 - 100
TA-09442,S-0066,10/1/2013,0,0,Yes,100,4.721154221,0 - 100
TA-09442,S-0066,10/1/2013,0,0,Yes,250,4.629346272,0 - 100
TA-09443,S-0066,10/1/2013,0,0,Yes,1,24.96063386,0 - 100
TA-09443,S-0066,10/1/2013,0,0,Yes,2,14.76995154,0 - 100
TA-09443,S-0066,10/1/2013,0,0,Yes,5,8.654985728,0 - 100
TA-09443,S-0066,10/1/2013,0,0,Yes,10,6.615736439,0 - 100
TA-09443,S-0066,10/1/2013,0,0,Yes,25,5.394412513,0 - 100
